TEAM_ID,CONFERENCE
1610612744,West
1610612743,West
1610612745,West
1610612757,West
1610612762,West
1610612760,West
1610612746,West
1610612759,West
1610612758,West
1610612747,West
1610612750,West
1610612742,West
1610612763,West
1610612740,West
1610612756,West
1610612749,East
1610612761,East
1610612755,East
1610612738,East
1610612754,East
1610612751,East
1610612753,East
1610612765,East
1610612766,East
1610612748,East
1610612764,East
1610612737,East
1610612741,East
1610612739,East
1610612752,East
